Index, Time, X, Y, Distance, Speed, vx, vy, X_s, Y_s, Sat_Speed, vxs, vys, Dist_to_Moon
3121, 312100.0000000000000000, 260572137.9771753800000000, 284275954.7520264400000000, 385630208.2827178200000000, 1019.9180692082047000, -747.0052431685210200, 694.4177666046074400, 288630386.8525511000000000, 295372406.8334140200000000, 2295.8655181052204000, 1246.4048855833664000, 1928.0750344367998000, 30172778.7707240100000000
3122, 312200.0000000000000000, 260497437.4528585400000000, 284345396.5286868800000000, 385630936.8380110900000000, 1019.9161544625363000, -747.1862912197362900, 694.2201440083280200, 288755027.3411094500000000, 295565214.3368576800000000, 2295.2045882430843000, 1245.7486060951132000, 1927.7122483151343000, 30403547.4565243270000000
3123, 312300.0000000000000000, 260422718.8237365800000000, 284414818.5430877200000000, 385631665.5650109600000000, 1019.9142392693626000, -747.3672863147538700, 694.0224742837390300, 288879602.2017189900000000, 295757985.5616892000000000, 2294.5500354624132000, 1245.1001836134928000, 1927.3519133791340000, 30634321.4320144470000000
3124, 312400.0000000000000000, 260347982.0951051100000000, 284484220.7905160800000000, 385632394.4636657200000000, 1019.9123236288215000, -747.5482284413494700, 693.8247574453810100, 289004112.2200803200000000, 295950720.7530271400000000, 2293.9017309928795000, 1244.4594418044971000, 1926.9939930253461000, 30865100.2773322870000000
3125, 312500.0000000000000000, 260273227.2722609600000000, 284553603.2662606200000000, 385633123.5339236900000000, 1019.9104075410513000, -747.7291175873029900, 693.6269935077979200, 289128558.1642607500000000, 296143420.1523296800000000, 2293.2595495775108000, 1243.8262096399214000, 1926.6384512775701000, 31095883.5915528910000000
3126, 312600.0000000000000000, 260198454.3605022400000000, 284622965.9656114000000000, 385633852.7757333500000000, 1019.9084910061906000, -747.9099537403985800, 693.4291824855365600, 289252940.7852247400000000, 296336083.9974574400000000, 2292.6233693552294000, 1243.2003212007048000, 1926.2852527806440000, 31326670.9918615630000000
3127, 312700.0000000000000000, 260123663.3651281900000000, 284692308.8838599300000000, 385634582.1890428100000000, 1019.9065740243773000, -748.0907368884244300, 693.2313243931471300, 289377260.8173447800000000, 296528712.5227355400000000, 2291.9930717479788000, 1242.5816154888719000, 1925.9343627937587000, 31557462.1127669400000000
3128, 312800.0000000000000000, 260048854.2914393500000000, 284761632.0162992500000000, 385635311.7738007300000000, 1019.9046565957500000, -748.2714670191729700, 693.0334192451828100, 289501518.9788937000000000, 296721305.9590148900000000, 2291.3685413522380000, 1241.9699362476449000, 1925.5857471833610000, 31788256.6053517870000000
3129, 312900.0000000000000000, 259974027.1447374200000000, 284830935.3582237400000000, 385636041.5299551500000000, 1019.9027387204469000, -748.4521441204409500, 692.8354670562000600, 289625715.9725184400000000, 296913864.5337332500000000, 2290.7496658347286000, 1241.3651317893182000, 1925.2393724157030000, 32019054.1365595760000000
3130, 313000.0000000000000000, 259899181.9303253900000000, 284900218.9049293400000000, 385636771.4574545600000000, 1019.9008203986066000, -748.6327681800290700, 692.6374678407582900, 289749852.4856973900000000, 297106388.4709748000000000, 2290.1363358321373000, 1240.7670548305118000, 1924.8952055490881000, 32249854.3885148020000000
3131, 313100.0000000000000000, 259824318.6535073800000000, 284969482.6517134300000000, 385637501.5562471700000000, 1019.8989016303673000, -748.8133391857423900, 692.4394216134202200, 289873929.1911804700000000, 297298877.9915297000000000, 2289.5284448546677000, 1240.1755623344407000, 1924.5532142258594000, 32480657.0578754840000000
