Index, Time, X, Y, Distance, Speed, vx, vy
11276, 11276.0000000000000000, 1487151.5022418981000000, 6606431.7986013098000000, 6771747.2413100936000000, 7669.2537041467713000, 7481.7908365954672000, -1685.3065762658939000
11277, 11277.0000000000000000, 1494633.2930784936000000, 6604746.4920250438000000, 6771750.5052014273000000, 7669.2500085146130000, 7479.8724425979026000, -1693.7839105286946000
11278, 11278.0000000000000000, 1502113.1655210915000000, 6603052.7081145151000000, 6771753.7631082116000000, 7669.2463196689832000, 7477.9444508057713000, -1702.2590585511412000
11279, 11279.0000000000000000, 1509591.1099718972000000, 6601350.4490559641000000, 6771757.0150262751000000, 7669.2426376145977000, 7476.0068637162522000, -1710.7320094840088000
11280, 11280.0000000000000000, 1517067.1168356135000000, 6599639.7170464797000000, 6771760.2609514510000000, 7669.2389623561612000, 7474.0596838387482000, -1719.2027524809378000
11281, 11281.0000000000000000, 1524541.1765194524000000, 6597920.5142939985000000, 6771763.5008795820000000, 7669.2352938983722000, 7472.1029136948864000, -1727.6712766984472000
11282, 11282.0000000000000000, 1532013.2794331473000000, 6596192.8430172997000000, 6771766.7348065199000000, 7669.2316322459201000, 7470.1365558185098000, -1736.1375712959484000
11283, 11283.0000000000000000, 1539483.4159889659000000, 6594456.7054460039000000, 6771769.9627281213000000, 7669.2279774034851000, 7468.1606127556779000, -1744.6016254357594000
11284, 11284.0000000000000000, 1546951.5766017216000000, 6592712.1038205680000000, 6771773.1846402511000000, 7669.2243293757392000, 7466.1750870646611000, -1753.0634282831177000
11285, 11285.0000000000000000, 1554417.7516887863000000, 6590959.0403922852000000, 6771776.4005387845000000, 7669.2206881673437000, 7464.1799813159378000, -1761.5229690061942000
11286, 11286.0000000000000000, 1561881.9316701023000000, 6589197.5174232787000000, 6771779.6104195993000000, 7669.2170537829552000, 7462.1752980921929000, -1769.9802367761072000
11287, 11287.0000000000000000, 1569344.1069681945000000, 6587427.5371865025000000, 6771782.8142785877000000, 7669.2134262272166000, 7460.1610399883102000, -1778.4352207669358000
11288, 11288.0000000000000000, 1576804.2680081828000000, 6585649.1019657357000000, 6771786.0121116443000000, 7669.2098055047663000, 7458.1372096113737000, -1786.8879101557334000
11289, 11289.0000000000000000, 1584262.4052177942000000, 6583862.2140555801000000, 6771789.2039146721000000, 7669.2061916202310000, 7456.1038095806607000, -1795.3382941225418000
11290, 11290.0000000000000000, 1591718.5090273749000000, 6582066.8757614577000000, 6771792.3896835856000000, 7669.2025845782300000, 7454.0608425276405000, -1803.7863618504045000
11291, 11291.0000000000000000, 1599172.5698699025000000, 6580263.0893996069000000, 6771795.5694143018000000, 7669.1989843833735000, 7452.0083110959695000, -1812.2321025253805000
11292, 11292.0000000000000000, 1606624.5781809983000000, 6578450.8572970815000000, 6771798.7431027498000000, 7669.1953910402635000, 7449.9462179414886000, -1820.6755053365578000
11293, 11293.0000000000000000, 1614074.5243989399000000, 6576630.1817917451000000, 6771801.9107448636000000, 7669.1918045534931000, 7447.8745657322197000, -1829.1165594760671000
11294, 11294.0000000000000000, 1621522.3989646721000000, 6574801.0652322695000000, 6771805.0723365871000000, 7669.1882249276459000, 7445.7933571483609000, -1837.5552541390955000
11295, 11295.0000000000000000, 1628968.1923218204000000, 6572963.5099781305000000, 6771808.2278738702000000, 7669.1846521672969000, 7443.7025948822848000, -1845.9915785239002000
11296, 11296.0000000000000000, 1636411.8949167028000000, 6571117.5183996065000000, 6771811.3773526708000000, 7669.1810862770126000, 7441.6022816385339000, -1854.4255218318219000
11297, 11297.0000000000000000, 1643853.4971983412000000, 6569263.0928777745000000, 6771814.5207689553000000, 7669.1775272613513000, 7439.4924201338181000, -1862.8570732672986000
11298, 11298.0000000000000000, 1651292.9896184751000000, 6567400.2358045075000000, 6771817.6581186987000000, 7669.1739751248615000, 7437.3730130970080000, -1871.2862220378790000
11299, 11299.0000000000000000, 1658730.3626315722000000, 6565528.9495824696000000, 6771820.7893978823000000, 7669.1704298720824000, 7435.2440632691359000, -1879.7129573542368000
11300, 11300.0000000000000000, 1666165.6066948413000000, 6563649.2366251154000000, 6771823.9146024939000000, 7669.1668915075461000, 7433.1055734033889000, -1888.1372684301832000
11301, 11301.0000000000000000, 1673598.7122682447000000, 6561761.0993566848000000, 6771827.0337285325000000, 7669.1633600357745000, 7430.9575462651064000, -1896.5591444826814000
11302, 11302.0000000000000000, 1681029.6698145098000000, 6559864.5402122019000000, 6771830.1467720028000000, 7669.1598354612825000, 7428.7999846317771000, -1904.9785747318597000
11303, 11303.0000000000000000, 1688458.4697991416000000, 6557959.5616374696000000, 6771833.2537289169000000, 7669.1563177885719000, 7426.6328912930330000, -1913.3955484010255000
11304, 11304.0000000000000000, 1695885.1026904345000000, 6556046.1660890682000000, 6771836.3545952970000000, 7669.1528070221411000, 7424.4562690506482000, -1921.8100547166785000
11305, 11305.0000000000000000, 1703309.5589594853000000, 6554124.3560343515000000, 6771839.4493671702000000, 7669.1493031664768000, 7422.2701207185346000, -1930.2220829085245000
11306, 11306.0000000000000000, 1710731.8290802038000000, 6552194.1339514432000000, 6771842.5380405737000000, 7669.1458062260554000, 7420.0744491227379000, -1938.6316222094893000
11307, 11307.0000000000000000, 1718151.9035293264000000, 6550255.5023292340000000, 6771845.6206115512000000, 7669.1423162053488000, 7417.8692571014344000, -1947.0386618557313000
11308, 11308.0000000000000000, 1725569.7727864278000000, 6548308.4636673788000000, 6771848.6970761558000000, 7669.1388331088156000, 7415.6545475049252000, -1955.4431910866565000
11309, 11309.0000000000000000, 1732985.4273339326000000, 6546353.0204762919000000, 6771851.7674304452000000, 7669.1353569409075000, 7413.4303231956364000, -1963.8451991449306000
11310, 11310.0000000000000000, 1740398.8576571282000000, 6544389.1752771465000000, 6771854.8316704873000000, 7669.1318877060685000, 7411.1965870481108000, -1972.2446752764936000
11311, 11311.0000000000000000, 1747810.0542441763000000, 6542416.9306018697000000, 6771857.8897923594000000, 7669.1284254087313000, 7408.9533419490081000, -1980.6416087305729000
11312, 11312.0000000000000000, 1755219.0075861253000000, 6540436.2889931388000000, 6771860.9417921426000000, 7669.1249700533217000, 7406.7005907970988000, -1989.0359887596971000
11313, 11313.0000000000000000, 1762625.7081769223000000, 6538447.2530043796000000, 6771863.9876659298000000, 7669.1215216442542000, 7404.4383365032609000, -1997.4278046197094000
11314, 11314.0000000000000000, 1770030.1465134255000000, 6536449.8251997596000000, 6771867.0274098199000000, 7669.1180801859373000, 7402.1665819904756000, -2005.8170455697809000
11315, 11315.0000000000000000, 1777432.3130954159000000, 6534444.0081541901000000, 6771870.0610199189000000, 7669.1146456827692000, 7399.8853301938252000, -2014.2037008724251000
11316, 11316.0000000000000000, 1784832.1984256099000000, 6532429.8044533180000000, 6771873.0884923423000000, 7669.1112181391391000, 7397.5945840604882000, -2022.5877597935098000
11317, 11317.0000000000000000, 1792229.7930096705000000, 6530407.2166935243000000, 6771876.1098232111000000, 7669.1077975594271000, 7395.2943465497337000, -2030.9692116022725000
11318, 11318.0000000000000000, 1799625.0873562202000000, 6528376.2474819217000000, 6771879.1250086576000000, 7669.1043839480053000, 7392.9846206329212000, -2039.3480455713327000
11319, 11319.0000000000000000, 1807018.0719768531000000, 6526336.8994363500000000, 6771882.1340448195000000, 7669.1009773092355000, 7390.6654092934932000, -2047.7242509767057000
11320, 11320.0000000000000000, 1814408.7373861466000000, 6524289.1751853731000000, 6771885.1369278431000000, 7669.0975776474716000, 7388.3367155269743000, -2056.0978170978160000
11321, 11321.0000000000000000, 1821797.0741016734000000, 6522233.0773682753000000, 6771888.1336538820000000, 7669.0941849670598000, 7385.9985423409644000, -2064.4687332175113000
11322, 11322.0000000000000000, 1829183.0726440144000000, 6520168.6086350577000000, 6771891.1242191000000000, 7669.0907992723342000, 7383.6508927551367000, -2072.8369886220758000
11323, 11323.0000000000000000, 1836566.7235367696000000, 6518095.7716464354000000, 6771894.1086196648000000, 7669.0874205676209000, 7381.2937698012329000, -2081.2025726012434000
11324, 11324.0000000000000000, 1843948.0173065709000000, 6516014.5690738345000000, 6771897.0868517561000000, 7669.0840488572394000, 7378.9271765230596000, -2089.5654744482117000
11325, 11325.0000000000000000, 1851326.9444830939000000, 6513925.0035993867000000, 6771900.0589115592000000, 7669.0806841454987000, 7376.5511159764856000, -2097.9256834596549000
11326, 11326.0000000000000000, 1858703.4955990703000000, 6511827.0779159274000000, 6771903.0247952668000000, 7669.0773264366981000, 7374.1655912294345000, -2106.2831889357376000
11327, 11327.0000000000000000, 1866077.6611902998000000, 6509720.7947269920000000, 6771905.9844990820000000, 7669.0739757351294000, 7371.7706053618849000, -2114.6379801801286000
11328, 11328.0000000000000000, 1873449.4317956616000000, 6507606.1567468122000000, 6771908.9380192123000000, 7669.0706320450736000, 7369.3661614658622000, -2122.9900465000142000
11329, 11329.0000000000000000, 1880818.7979571274000000, 6505483.1667003119000000, 6771911.8853518767000000, 7669.0672953708054000, 7366.9522626454382000, -2131.3393772061108000
11330, 11330.0000000000000000, 1888185.7502197728000000, 6503351.8273231061000000, 6771914.8264933005000000, 7669.0639657165866000, 7364.5289120167245000, -2139.6859616126803000
11331, 11331.0000000000000000, 1895550.2791317895000000, 6501212.1413614936000000, 6771917.7614397164000000, 7669.0606430866746000, 7362.0961127078699000, -2148.0297890375418000
11332, 11332.0000000000000000, 1902912.3752444973000000, 6499064.1115724556000000, 6771920.6901873657000000, 7669.0573274853132000, 7359.6538678590550000, -2156.3708488020857000
11333, 11333.0000000000000000, 1910272.0291123565000000, 6496907.7407236537000000, 6771923.6127324980000000, 7669.0540189167414000, 7357.2021806224902000, -2164.7091302312874000
11334, 11334.0000000000000000, 1917629.2312929789000000, 6494743.0315934224000000, 6771926.5290713701000000, 7669.0507173851865000, 7354.7410541624095000, -2173.0446226537201000
11335, 11335.0000000000000000, 1924983.9723471412000000, 6492569.9869707683000000, 6771929.4392002476000000, 7669.0474228948669000, 7352.2704916550674000, -2181.3773154015694000
11336, 11336.0000000000000000, 1932336.2428387962000000, 6490388.6096553663000000, 6771932.3431154033000000, 7669.0441354499953000, 7349.7904962887351000, -2189.7071978106455000
11337, 11337.0000000000000000, 1939686.0333350850000000, 6488198.9024575558000000, 6771935.2408131184000000, 7669.0408550547691000, 7347.3010712636942000, -2198.0342592203970000
11338, 11338.0000000000000000, 1947033.3344063486000000, 6486000.8681983352000000, 6771938.1322896816000000, 7669.0375817133836000, 7344.8022197922364000, -2206.3584889739250000
11339, 11339.0000000000000000, 1954378.1366261409000000, 6483794.5097093610000000, 6771941.0175413908000000, 7669.0343154300208000, 7342.2939450986551000, -2214.6798764179953000
11340, 11340.0000000000000000, 1961720.4305712397000000, 6481579.8298329432000000, 6771943.8965645498000000, 7669.0310562088525000, 7339.7762504192433000, -2222.9984109030538000
11341, 11341.0000000000000000, 1969060.2068216589000000, 6479356.8314220402000000, 6771946.7693554722000000, 7669.0278040540461000, 7337.2491390022906000, -2231.3140817832377000
11342, 11342.0000000000000000, 1976397.4559606612000000, 6477125.5173402568000000, 6771949.6359104784000000, 7669.0245589697579000, 7334.7126141080771000, -2239.6268784163899000
11343, 11343.0000000000000000, 1983732.1685747693000000, 6474885.8904618407000000, 6771952.4962258991000000, 7669.0213209601325000, 7332.1666790088684000, -2247.9367901640730000
11344, 11344.0000000000000000, 1991064.3352537781000000, 6472637.9536716770000000, 6771955.3502980685000000, 7669.0180900293090000, 7329.6113369889144000, -2256.2438063915820000
11345, 11345.0000000000000000, 1998393.9465907670000000, 6470381.7098652851000000, 6771958.1981233340000000, 7669.0148661814164000, 7327.0465913444414000, -2264.5479164679577000
11346, 11346.0000000000000000, 2005720.9931821115000000, 6468117.1619488169000000, 6771961.0396980466000000, 7669.0116494205740000, 7324.4724453836516000, -2272.8491097660003000
11347, 11347.0000000000000000, 2013045.4656274952000000, 6465844.3128390508000000, 6771963.8750185696000000, 7669.0084397508926000, 7321.8889024267155000, -2281.1473756622827000
11348, 11348.0000000000000000, 2020367.3545299219000000, 6463563.1654633889000000, 6771966.7040812699000000, 7669.0052371764723000, 7319.2959658057689000, -2289.4427035371637000
11349, 11349.0000000000000000, 2027686.6504957278000000, 6461273.7227598522000000, 6771969.5268825255000000, 7669.0020417014075000, 7316.6936388649092000, -2297.7350827748019000
11350, 11350.0000000000000000, 2035003.3441345927000000, 6458975.9876770778000000, 6771972.3434187220000000, 7668.9988533297801000, 7314.0819249601900000, -2306.0245027631690000
11351, 11351.0000000000000000, 2042317.4260595529000000, 6456669.9631743142000000, 6771975.1536862506000000, 7668.9956720656646000, 7311.4608274596176000, -2314.3109528940627000
11352, 11352.0000000000000000, 2049628.8868870125000000, 6454355.6522214198000000, 6771977.9576815134000000, 7668.9924979131274000, 7308.8303497431461000, -2322.5944225631201000
11353, 11353.0000000000000000, 2056937.7172367556000000, 6452033.0577988569000000, 6771980.7554009203000000, 7668.9893308762239000, 7306.1904952026725000, -2330.8749011698319000
11354, 11354.0000000000000000, 2064243.9077319584000000, 6449702.1828976870000000, 6771983.5468408884000000, 7668.9861709589995000, 7303.5412672420334000, -2339.1523781175547000
11355, 11355.0000000000000000, 2071547.4489992005000000, 6447363.0305195693000000, 6771986.3319978416000000, 7668.9830181654934000, 7300.8826692769999000, -2347.4268428135251000
11356, 11356.0000000000000000, 2078848.3316684775000000, 6445015.6036767559000000, 6771989.1108682146000000, 7668.9798724997345000, 7298.2147047352737000, -2355.6982846688725000
